ark_id,url,title,collection,room,current_location,is_on_display,artist_name,artist_wikidata,height_cm,width_cm,materials_and_techniques,place_of_creation,provenance,acquisition_mode,acquisition_year,start_year,end_year,tags,tag_count,is_mnr,creation_year,painting_age,years_in_collection,area_cm2,has_known_artist,area_quartile,collection_age_band,acquisition_type_en
cl010057405,https://collections.louvre.fr/ark:/53355/cl010057405,Concert d'oiseaux,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,Pays-Bas du Sud,,,,toile,,,ancienne collection,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057406,https://collections.louvre.fr/ark:/53355/cl010057406,Double étude d'un pygargue  à tête blanche,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Boel, Pieter",Q2241666,,,toile,,,ancienne collection,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057407,https://collections.louvre.fr/ark:/53355/cl010057407,Deux canards de Barbarie blancs,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Boel, Pieter",Q2241666,,,toile,,,ancienne collection,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057408,https://collections.louvre.fr/ark:/53355/cl010057408,Marché aux poissons dans une ville portuaire ; ou Le Marché aux poissons d'Anvers,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Bout, Pieter",Q112250,,,bois,,,saisie révolutionnaire,1790.0,1600.0,1700.0,,0,False,1650.0,376.0,236.0,,1,,100+,Historic Collection
cl010057409,https://collections.louvre.fr/ark:/53355/cl010057409,Paysage avec Eliézer et Rébecca,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Bril, Paul",Q540753,,,toile,,,entrée - Collection de Louis XIV,,1590.0,1600.0,,0,False,1595.0,431.0,,,1,,,Historic Collection
cl010057410,https://collections.louvre.fr/ark:/53355/cl010057410,"Portrait de François Ier, 1530-35",Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Cleve, Joos van",Q153472,,,toile,,,entrée - Collection de Charles X,1828.0,1500.0,1600.0,,0,False,1550.0,476.0,198.0,,1,,100+,Other
cl010057411,https://collections.louvre.fr/ark:/53355/cl010057411,Fleurs dans un vase d'agate sur une console de marbre,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Dael, Jan Frans van",Q1682429,,,toile,,,entrée - Collection de Louis XVIII,1817.0,1816.0,,,0,False,1816.0,210.0,209.0,,1,,100+,Other
cl010057412,https://collections.louvre.fr/ark:/53355/cl010057412,Fleurs dans un vase d'agate placé sur une console de marbre,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Dael, Jan Frans van",Q1682429,,,toile,,,entrée - Collection de Charles X,1824.0,1800.0,1900.0,,0,False,1850.0,176.0,202.0,,1,,100+,Other
cl010057413,https://collections.louvre.fr/ark:/53355/cl010057413,Paysage avec chaumières,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Decker, Cornelis Gerritsz",Q707690,,,bois,,,ancienne collection,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057414,https://collections.louvre.fr/ark:/53355/cl010057414,La Lecture de la Bible ; Intérieur d'un ménage rustique,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Dou, Gerard",Q335927,,,toile,,,ancienne collection,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057415,https://collections.louvre.fr/ark:/53355/cl010057415,Aigles s'abattant sur des canards,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,Anonyme,Q4233718,,,toile,,,ancienne collection,,1600.0,1700.0,,0,False,1650.0,376.0,,,0,,,Historic Collection
cl010057416,https://collections.louvre.fr/ark:/53355/cl010057416,Femme jouant du luth,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Honthorst, Gerrit van",Q314548,,,toile,,,saisie napoléonienne,1795.0,1600.0,1700.0,,0,False,1650.0,376.0,231.0,,1,,100+,Other
cl010057417,https://collections.louvre.fr/ark:/53355/cl010057417,Intérieur d'étable,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Kalf, Willem",Q28144,,,toile,,,ancienne collection,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057418,https://collections.louvre.fr/ark:/53355/cl010057418,Le Mois de Janvier ; Janus préside à l'année qui commence,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,Maître des mois Lucas,Q15433504,,,"carton collé sur toile (Rentoilée et marouflée par J.-A. Landry (A.N. Série O liasse 1774, n°d'ordre 4748.))",,,entrée - Collection de Louis XV,,1700.0,1725.0,,0,False,1712.5,313.5,,,1,,,Other
cl010057419,https://collections.louvre.fr/ark:/53355/cl010057419,Le Mois de Février ; Les Jeux (autre titre : jeu de Vric Vrac),Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,Maître des mois Lucas,Q15433504,,,"carton collé sur toile (Rentoilée et marouflée par J.-A. Landry (A.N. Série O liasse 1774, n°d'ordre 4748.))",,,entrée - Collection de Louis XV,,1700.0,1725.0,,0,False,1712.5,313.5,,,1,,,Other
cl010057420,https://collections.louvre.fr/ark:/53355/cl010057420,Le Mois de Mai ; le tir à l'arc,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,Maître des mois Lucas,Q15433504,,,"carton collé sur toile (Rentoilée et marouflée par J.-A. Landry (A.N. Série O liasse 1774, n°d'ordre 4748.))",,,entrée - Collection de Louis XV,,1700.0,1725.0,,0,False,1712.5,313.5,,,1,,,Other
cl010057421,https://collections.louvre.fr/ark:/53355/cl010057421,Le Mois de Mars ; La culture des fleurs,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,Maître des mois Lucas,Q15433504,,,"carton collé sur toile (Rentoilée et marouflée par J.-A. Landry (A.N. Série O liasse 1774, n°d'ordre 4748.))",,,entrée - Collection de Louis XV,,1700.0,1725.0,,0,False,1712.5,313.5,,,1,,,Other
cl010057422,https://collections.louvre.fr/ark:/53355/cl010057422,Le Mois de Juin ; La tonte des moutons,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,Maître des mois Lucas,Q15433504,,,"carton collé sur toile (Rentoilée et marouflée par J.-A. Landry (A.N. Série O liasse 1774, n°d'ordre 4748.))",,,entrée - Collection de Louis XV,,1700.0,1725.0,,0,False,1712.5,313.5,,,1,,,Other
cl010057423,https://collections.louvre.fr/ark:/53355/cl010057423,Le Mois de Novembre ; Les Semailles,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,Maître des mois Lucas,Q15433504,,,"carton collé sur toile (Rentoilée et marouflée par J.-A. Landry (A.N. Série O liasse 1774, n° d'ordre 4748.))",,,entrée - Collection de Louis XV,,1700.0,1725.0,,0,False,1712.5,313.5,,,1,,,Other
cl010057424,https://collections.louvre.fr/ark:/53355/cl010057424,Le Mois de Décembre ; Les patineurs,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,Maître des mois Lucas,Q15433504,,,"carton collé sur toile (Rentoilée et marouflée par J.-A. Landry (A.N. Série O liasse 1774, n° d'ordre 4748.))",,,entrée - Collection de Louis XV,,1700.0,1725.0,,0,False,1712.5,313.5,,,1,,,Other
cl010057425,https://collections.louvre.fr/ark:/53355/cl010057425,Vénus et Psyché ou Jeunes femmes présentant des fleurs,Département des Peintures,,"Azay-le-Rideau (France), Château",0,Pays-Bas du Sud,,,,bois,,,legs,,1500.0,1600.0,,0,False,1550.0,476.0,,,1,,,Bequest
cl010057426,https://collections.louvre.fr/ark:/53355/cl010057426,Paysage Montagneux,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Momper, Joos de",Q560548,,,toile,,,saisie napoléonienne,1792.0,1600.0,1700.0,,0,False,1650.0,376.0,234.0,,1,,100+,Other
cl010057427,https://collections.louvre.fr/ark:/53355/cl010057427,"Perroquet, faisan blanc et spatule",Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,France,,,,toile,,,entrée - Collection de Louis XIV,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057428,https://collections.louvre.fr/ark:/53355/cl010057428,Oiseaux et deux lièvres,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,Anonyme,Q4233718,,,toile,,,entrée - Collection de Louis XIV,,1675.0,1725.0,,0,False,1700.0,326.0,,,0,,,Historic Collection
cl010057429,https://collections.louvre.fr/ark:/53355/cl010057429,Faon couché dans un paysage,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,Anonyme,Q4233718,,,toile,,,ancienne collection,,1600.0,1700.0,,0,False,1650.0,376.0,,,0,,,Historic Collection
cl010057430,https://collections.louvre.fr/ark:/53355/cl010057430,Jeune chevreuil dans un paysage,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Bernaerts, Nicasius",Q7024540,,,toile,,,entrée - Collection de Louis XIV,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057431,https://collections.louvre.fr/ark:/53355/cl010057431,Faucon chaperonné ; étude,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,France,,,,toile,,,entrée - Collection de Louis XIV,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057432,https://collections.louvre.fr/ark:/53355/cl010057432,"Un Faucon dans un paysage, un grelot à chaque patte",Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,France,,,,toile,,,entrée - Collection de Louis XIV,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057433,https://collections.louvre.fr/ark:/53355/cl010057433,Deux faucons ; étude,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,France,,,,toile,,,entrée - Collection de Louis XIV,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057434,https://collections.louvre.fr/ark:/53355/cl010057434,Faucon dévorant un corbeau,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,France,,,,toile,,,entrée - Collection de Louis XIV,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057435,https://collections.louvre.fr/ark:/53355/cl010057435,Corbeille et vase de fleurs,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,Pays-Bas,,,,toile,,,achat,,1800.0,1900.0,,0,False,1850.0,176.0,,,1,,,Purchase
cl010057436,https://collections.louvre.fr/ark:/53355/cl010057436,Les Joueurs de boules et fumeurs ; Fête de village,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,Pays-Bas du Sud,,,,,,,entrée - Collection de Louis XIV,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057437,https://collections.louvre.fr/ark:/53355/cl010057437,Mars et Vénus,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,Anonyme,Q4233718,,,bois,,,don,,1500.0,1600.0,,0,False,1550.0,476.0,,,0,,,Gift
cl010057438,https://collections.louvre.fr/ark:/53355/cl010057438,"Portrait de femme dite ""la dame aux chiens""",Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,Anonyme,Q4233718,,,toile,,,ancienne collection,,1600.0,1700.0,,0,False,1650.0,376.0,,,0,,,Historic Collection
cl010057439,https://collections.louvre.fr/ark:/53355/cl010057439,Portrait de femme sous les traits de la Charité,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,Anonyme,Q4233718,,,toile,,,saisie napoléonienne,1806.0,1600.0,1700.0,,0,False,1650.0,376.0,220.0,,0,,100+,Other
cl010057440,https://collections.louvre.fr/ark:/53355/cl010057440,Auberge batie sur des ruines,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,Anonyme,Q4233718,,,bois,,,entrée - Collection de Louis XIV,,1600.0,1700.0,,0,False,1650.0,376.0,,,0,,,Historic Collection
cl010057441,https://collections.louvre.fr/ark:/53355/cl010057441,Paysage,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,Anonyme,Q4233718,,,toile,,,ancienne collection,,1600.0,1700.0,,0,False,1650.0,376.0,,,0,,,Historic Collection
cl010057442,https://collections.louvre.fr/ark:/53355/cl010057442,Paysage montagneux,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,Anonyme,Q4233718,,,toile,,,ancienne collection,,1600.0,1700.0,,0,False,1650.0,376.0,,,0,,,Historic Collection
cl010057444,https://collections.louvre.fr/ark:/53355/cl010057444,Péristyle d'un palais en ruines,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Le Maire, Jean",Q212445,,,toile,,,ancienne collection,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057445,https://collections.louvre.fr/ark:/53355/cl010057445,"Vue du château de Fontainebleau, prise du grand parc avec Henri IV relevant Sully",Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Duperreux, Alexandre Louis Robert Millin",Q18507729,,,toile,,,entrée - Collection de Louis XVIII,1817.0,1800.0,1900.0,,0,False,1850.0,176.0,209.0,,1,,100+,Other
cl010057446,https://collections.louvre.fr/ark:/53355/cl010057446,Enfants jouant avec un chien et des épées de bois,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Stiemart, François",Q25918105,,,toile,,,entrée - Collection de Louis XV,,1725.0,1731.0,,0,False,1728.0,298.0,,,1,,,Other
cl010057447,https://collections.louvre.fr/ark:/53355/cl010057447,Les Comédiens ambulants,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Biard, François",Q1383101,,,toile,,,achat,,1800.0,1900.0,,0,False,1850.0,176.0,,,1,,,Purchase
cl010057448,https://collections.louvre.fr/ark:/53355/cl010057448,Paysage ; vue de l'Isola di Sora,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Bidauld, Jean Joseph Xavier",Q3166488,,,toile,,,entrée - Collection de Louis XVIII,1821.0,1817.0,,,0,False,1817.0,209.0,205.0,,1,,100+,Other
cl010057449,https://collections.louvre.fr/ark:/53355/cl010057449,Fleurs et ananas dans un vase de pophyre,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Blin de Fontenay, Jean-Baptiste",Q1684612,,,toile,,,entrée - Collection de Louis XIV,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057450,https://collections.louvre.fr/ark:/53355/cl010057450,Fleurs et fruits entrourant un vase d'or,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Blin de Fontenay, Jean-Baptiste",Q1684612,,,toile,,,entrée - Collection de Louis XIV,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057451,https://collections.louvre.fr/ark:/53355/cl010057451,Courageuse défense de Louis VII dans les défilés de Laodicée,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Boisselier, Antoine Félix",Q952038,,,toile,,,entrée - Collection de Louis XVIII,1822.0,1824.0,,,0,False,1824.0,202.0,204.0,,1,,100+,Other
cl010057452,https://collections.louvre.fr/ark:/53355/cl010057452,"Apollon, Dieu du Jour, dissipant les ombres de la nuit",Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Boucher, François",Q180932,,,toile,,,entrée - Collection de Louis XV,,1753.0,,,0,False,1753.0,273.0,,,1,,,Other
cl010057453,https://collections.louvre.fr/ark:/53355/cl010057453,Jupiter et Callisto,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Boucher, François",Q180932,,,toile,,,entrée - Collection de Louis XV,,1760.0,,,0,False,1760.0,266.0,,,1,,,Other
cl010057454,https://collections.louvre.fr/ark:/53355/cl010057454,Vénus et l'Amour,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Boucher, François",Q180932,,,toile,,,ancienne collection,,1740.0,1760.0,,0,False,1750.0,276.0,,,1,,,Historic Collection
cl010057455,https://collections.louvre.fr/ark:/53355/cl010057455,Vénus désarmant l'Amour,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Boucher, François",Q180932,,,toile,,,ancienne collection,,1740.0,1760.0,,0,False,1750.0,276.0,,,1,,,Historic Collection
cl010057456,https://collections.louvre.fr/ark:/53355/cl010057456,Amynthe délivre Sylvie,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Boucher, François",Q180932,,,toile,,,entrée - Collection de Louis XV,,1700.0,1800.0,,0,False,1750.0,276.0,,,1,,,Other
cl010057457,https://collections.louvre.fr/ark:/53355/cl010057457,"Portrait de Napoléon Ier, Empereur des Français",Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Bouchet, Louis André Gabriel",Q1871379,,,toile,,,entrée - Collection de Napoléon Ier,,1809.0,,,0,False,1809.0,217.0,,,1,,,Other
cl010057458,https://collections.louvre.fr/ark:/53355/cl010057458,Le Baptême de Louis XIII au château de Fontainebleau,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Boulanger, Clément",Q2980578,,,toile,,,achat,,1800.0,1900.0,,0,False,1850.0,176.0,,,1,,,Purchase
cl010057459,https://collections.louvre.fr/ark:/53355/cl010057459,"Minerve au milieu des Sciences et des Arts, ou La Gloire de François Ier.",Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Boullogne, Louis II de, dit Le Jeune",Q2617951,,,toile,,,entrée - Collection de Louis XIV,,1701.0,,,0,False,1701.0,325.0,,,1,,,Historic Collection
cl010057460,https://collections.louvre.fr/ark:/53355/cl010057460,Flore couronnée par Zéphire,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Boullogne, Louis II de, dit Le Jeune",Q2617951,,,toile,,,entrée - Collection de Louis XIV,,1701.0,,,0,False,1701.0,325.0,,,1,,,Historic Collection
cl010057461,https://collections.louvre.fr/ark:/53355/cl010057461,Vénus demandant à Vulcain les armes pour Énée,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Boullogne, Louis II de, dit Le Jeune",Q2617951,,,toile,,,entrée - Collection de Louis XIV,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057462,https://collections.louvre.fr/ark:/53355/cl010057462,La Toilette de Vénus,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Boullogne, Bon",Q2909823,,,toile,,,entrée - Collection de Louis XIV,,1700.0,1740.0,,0,False,1720.0,306.0,,,1,,,Historic Collection
cl010057463,https://collections.louvre.fr/ark:/53355/cl010057463,Saint Louis au tombeau de sa mère,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Bouton, Charles Marie",Q1065447,,,toile,,,entrée - Collection de Louis XVIII,1818.0,1818.0,,,0,False,1818.0,208.0,208.0,,1,,100+,Other
cl010057464,https://collections.louvre.fr/ark:/53355/cl010057464,Piété et générosité des dames romaines,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Brenet, Nicolas Guy",Q3340395,,,toile,,,entrée - Collection de Louis XVI,,1785.0,,,0,False,1785.0,241.0,,,1,,,Other
cl010057465,https://collections.louvre.fr/ark:/53355/cl010057465,L'Union de la Peinture et de la Sculpture par le Dessin sous la protection de Louis XV,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Challes, Charles-Michel-Ange",Q2958256,,,toile,,,entrée - Collection de l'Académie royale de Peinture et de Sculpture,,1753.0,,,0,False,1753.0,273.0,,,1,,,Other
cl010057466,https://collections.louvre.fr/ark:/53355/cl010057466,Portrait en pied de Louis XIII,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Champaigne, Philippe de",Q314814,,,toile,,,ancienne collection,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057467,https://collections.louvre.fr/ark:/53355/cl010057467,Jeux d'enfants. Le pied de boeuf.,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Christophe, Joseph",Q3184760,,,toile,,,entrée - Collection de Louis XV,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Other
cl010057468,https://collections.louvre.fr/ark:/53355/cl010057468,"Vue du château de la Barben, possédé par la maison de Forbin, depuis Palamède",Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Constantin, Jean Antoine",Q1684593,,,toile,,,entrée - Collection de Louis XVIII,1822.0,1800.0,1900.0,,0,False,1850.0,176.0,204.0,,1,,100+,Other
cl010057469,https://collections.louvre.fr/ark:/53355/cl010057469,Trois amours au milieu des nuages,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,France,,,,toile,,,entrée - Collection de Louis XVI,,1688.0,,,0,False,1688.0,338.0,,,1,,,Other
cl010057470,https://collections.louvre.fr/ark:/53355/cl010057470,Psyché admirant l'Amour endormi,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Coypel, Antoine",Q585926,,,toile,,,saisie révolutionnaire,,1701.0,,,0,False,1701.0,325.0,,,1,,,Historic Collection
cl010057471,https://collections.louvre.fr/ark:/53355/cl010057471,L'Amour abandonnant Psyché,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Coypel, Antoine",Q585926,,,toile,,,saisie révolutionnaire,,1701.0,,,0,False,1701.0,325.0,,,1,,,Historic Collection
cl010057472,https://collections.louvre.fr/ark:/53355/cl010057472,"Paysage. Effet de neige, dit aussi Ruines d'une église gothique avec un pont dans le lointain, couverts de neige",Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Van Loo, César",Q3188336,,,toile,,,entrée - Collection de Louis XVI,,1800.0,1801.0,,0,False,1800.5,225.5,,,1,,,Other
cl010057473,https://collections.louvre.fr/ark:/53355/cl010057473,"Cour ovale du château de Fontainebleau. Arrivée de Christine, reine de Suède.",Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,France,,,,toile,,,achat,,1840.0,,,0,False,1840.0,186.0,,,1,,,Purchase
cl010057474,https://collections.louvre.fr/ark:/53355/cl010057474,Intérieur de l'église Saint-Laurent à Nuremberg (Bavière),Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Ouvrié, Justin",Q4468865,,,toile,,,achat,,1835.0,,,0,False,1835.0,191.0,,,1,,,Purchase
cl010057475,https://collections.louvre.fr/ark:/53355/cl010057475,Clytie changée en tournesol,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Coypel, Noël",Q975135,,,toile,,,ancienne collection,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057476,https://collections.louvre.fr/ark:/53355/cl010057476,L'Equité,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Coypel, Noël",Q975135,,,bois,,,ancienne collection,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057477,https://collections.louvre.fr/ark:/53355/cl010057477,La Vigilance,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Coypel, Noël",Q975135,,,bois,,,entrée - Collection de Louis XIV,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057478,https://collections.louvre.fr/ark:/53355/cl010057478,L'Alliance de Bacchus et de Vénus,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Belle, Clément",Q2980560,,,toile,,,ancienne collection,,1750.0,1800.0,,0,False,1775.0,251.0,,,1,,,Historic Collection
cl010057479,https://collections.louvre.fr/ark:/53355/cl010057479,Les Baigneuses ; paysage,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Crepin, Louis Philippe",,,,toile,,,ancienne collection,,1800.0,1850.0,,0,False,1825.0,201.0,,,1,,,Historic Collection
cl010057480,https://collections.louvre.fr/ark:/53355/cl010057480,Paysage. Cascades et aqueduc entre des rochers,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Crepin, Louis Philippe",,,,toile,,,ancienne collection,,1800.0,1900.0,,0,False,1850.0,176.0,,,1,,,Historic Collection
cl010057481,https://collections.louvre.fr/ark:/53355/cl010057481,"Portrait de Louis IX (Saint Louis), roi de France",Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Creuse, Auguste de",Q2871477,,,toile,,,achat,1836.0,1800.0,1900.0,,0,False,1850.0,176.0,190.0,,1,,100+,Purchase
cl010057482,https://collections.louvre.fr/ark:/53355/cl010057482,"Portrait de Charles VI, roi de France",Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Creuse, Auguste de",Q2871477,,,toile,,,achat,1836.0,1800.0,1900.0,,0,False,1850.0,176.0,190.0,,1,,100+,Purchase
cl010057483,https://collections.louvre.fr/ark:/53355/cl010057483,Un Amour avec un vase d'or,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Damoiselet, Florentin",Q3074142,,,toile,,,entrée - Collection de Louis XIV,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057484,https://collections.louvre.fr/ark:/53355/cl010057484,Un Amour et un chien sur un coussin,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Damoiselet, Florentin",Q3074142,,,toile,,,entrée - Collection de Louis XIV,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057485,https://collections.louvre.fr/ark:/53355/cl010057485,Un Amour tenant un vase d'or,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Damoiselet, Florentin",Q3074142,,,toile,,,entrée - Collection de Louis XIV,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057486,https://collections.louvre.fr/ark:/53355/cl010057486,Un Amour près d'un vase d'or et d'argent,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Damoiselet, Florentin",Q3074142,,,toile,,,entrée - Collection de Louis XIV,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057487,https://collections.louvre.fr/ark:/53355/cl010057487,Un Amour tenant un vase d'argent,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Damoiselet, Florentin",Q3074142,,,toile,,,entrée - Collection de Louis XIV,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057488,https://collections.louvre.fr/ark:/53355/cl010057488,Un Amour tenant une guirlande de fleurs,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Damoiselet, Florentin",Q3074142,,,toile,,,entrée - Collection de Louis XIV,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
cl010057489,https://collections.louvre.fr/ark:/53355/cl010057489,Un Amour tenant une guirlande de fleurs,Département des Peintures,,"Fontainebleau (France), Musée national du château de Fontainebleau",0,"Damoiselet, Florentin",Q3074142,,,toile,,,entrée - Collection de Louis XIV,,1600.0,1700.0,,0,False,1650.0,376.0,,,1,,,Historic Collection
