object_id,title,artist_name,object_begin_date,object_end_date,painting_age,creation_year,height_cm,width_cm,area_cm2,accession_year,years_in_collection,artist_work_count,tag_count,is_public_domain,is_highlight,department,has_known_artist,primary_medium,support,nationality_group,acquisition_type,tag_men,tag_women,tag_landscapes,tag_portraits,tag_mountains,tag_trees,tag_flowers,tag_birds,tag_horses,tag_abstraction,tag_count.1,is_on_display,medium,culture,period,tags,gallery_number,credit_line,area_quartile,acquisition_encoded,collection_age_band,department_encoded,primary_medium_encoded,support_encoded,nationality_group_encoded,acquisition_type_encoded
39550,元　王蒙　素庵圖　軸|Simple Retreat,Wang Meng,1360,1380,656.0,1370.0,136.5,44.8,6115.2,2012.0,14.0,3,2,True,False,Asian Art,1,Ink,Paper,Chinese,Gift,0,0,1,0,1,0,0,0,0,0,2,0,Hanging scroll; ink and color on paper,China,Late Yuan (1271–1368) or early Ming (1368–1644) dynasty,Mountains|Landscapes,,"Ex coll.: C. C. Wang Family, Gift of Oscar L. Tang Family, 2012",Q3,1,0-20,2,4,5,2,1
39551,明    呂紀    鴛鴦芙蓉圖    軸|Mandarin ducks and cotton rose hibiscus,Lü Ji,1467,1499,543.0,1483.0,172.7,99.1,17114.57,2005.0,21.0,2,3,True,False,Asian Art,1,Ink,Silk,Chinese,Gift,0,0,0,0,0,0,1,1,0,0,3,0,Hanging scroll; ink and color on silk,China,Ming dynasty (1368–1644),Birds|Ducks|Flowers,,"Ex coll.: C. C. Wang Family, Gift of Oscar L. Tang Family, 2005",Q4 (largest),1,21-40,2,4,6,2,1
39552,明  劉俊  納諫圖  軸|Remonstrating with the emperor,Liu Jun,1475,1505,536.0,1490.0,166.4,106.0,17638.4,2005.0,21.0,2,4,True,False,Asian Art,1,Ink,Silk,Chinese,Gift,1,0,0,0,0,1,1,0,0,0,4,0,Hanging scroll; ink and color on silk,China,Ming dynasty (1368–1644),Emperors|Men|Flowers|Trees,,"Ex coll.: C. C. Wang Family, Gift of Oscar L. Tang Family, 2005",Q4 (largest),1,21-40,2,4,6,2,1
39553,明  陳子和 古木酒仙圖 軸|Drunken recluse beneath an old tree,Chen Zihe,1500,1533,510.0,1516.0,175.3,102.2,17915.66,2005.0,21.0,1,3,True,False,Asian Art,1,Ink,Silk,Chinese,Gift,1,0,0,0,0,1,0,0,0,0,3,1,Hanging scroll; ink on silk,China,Ming dynasty (1368–1644),Drunkenness|Men|Trees,211.0,"Ex coll.: C. C. Wang Family, Gift of Oscar L. Tang Family, 2005
",Q4 (largest),1,21-40,2,4,6,2,1
39554,清   丁雲鵬（款）   十八羅漢圖   卷|The Eighteen Luohans,Ding Yunpeng,1800,1899,176.0,1850.0,21.0,233.7,4907.7,1996.0,30.0,2,1,True,False,Asian Art,1,Ink,Paper,Chinese,Gift,1,0,0,0,0,0,0,0,0,0,1,0,Handscroll; ink on paper,China,Qing dynasty (1644–1911),Men,,"Purchase, Friends of Asian Art Gifts, 1996",Q3,1,21-40,2,4,5,2,1
39556,明   沈周 ， 文徵明	合璧山水圖    卷|Joint Landscape,Shen Zhou|Wen Zhengming,1509,1546,498.0,1528.0,36.8,1729.3,63638.23999999999,1990.0,36.0,1,1,True,False,Asian Art,1,Ink,Paper,Chinese,Gift,0,0,1,0,0,0,0,0,0,0,1,0,Handscroll; ink on paper,China,Ming dynasty (1368–1644),Landscapes,,"Purchase, The Dillon Fund Gift, 1990",Q4 (largest),1,21-40,2,4,5,2,1
39557,清  倣髡殘  蒸嵐昏巒圖  軸|Wooded Mountains at Dusk,Kuncan,1666,1666,360.0,1666.0,125.7,61.0,7667.7,1989.0,37.0,1,2,True,False,Asian Art,1,Ink,Paper,Chinese,Bequest,0,0,1,0,1,0,0,0,0,0,2,0,Hanging scroll; ink and color on paper,China,Qing dynasty (1644–1911),Mountains|Landscapes,,"Bequest of John M. Crawford Jr., 1988",Q3,0,21-40,2,4,5,2,0
39558,明   陳洪綬   樹下高士圖    軸|Scholar-recluse in blue-green landscape,Chen Hongshou,1633,1633,393.0,1633.0,1.2700025,53.0,67.3101325,1972.0,54.0,8,2,True,False,Asian Art,1,Ink,Silk,Chinese,Gift,1,0,1,0,0,0,0,0,0,0,2,0,Hanging scroll; ink and color on silk,China,Ming dynasty (1368–1644),Men|Landscapes,,"Gift of Mr. and Mrs. Earl Morse, 1972",Q1 (smallest),1,41-60,2,4,6,2,1
39561,,Liu Lun,1900,1988,82.0,1944.0,22.2,63.5,1409.7,1989.0,37.0,1,0,False,False,Asian Art,1,Ink,Paper,Chinese,Bequest,0,0,0,0,0,0,0,0,0,0,0,0,Folding fan; ink on paper,China,,,,"Bequest of John M. Crawford Jr., 1988",Q2,0,21-40,2,4,5,2,0
39569,明  佚名  胡笳十八拍圖  卷|Eighteen Songs of a Nomad Flute: The Story of Lady Wenji,Unidentified artist,1400,1433,610.0,1416.0,28.6,1196.3,34214.18,1973.0,53.0,0,4,True,False,Asian Art,0,Ink,Silk,Other,Gift,1,1,0,0,0,0,0,0,1,0,4,1,"Handscroll; ink, color, and gold on silk",China,Ming dynasty (1368–1644),Tents|Men|Women|Horses,210.0,"Ex coll.: C. C. Wang Family, Gift of The Dillon Fund, 1973
",Q4 (largest),1,41-60,2,4,6,12,1
39581,,Soga Shōhaku,1767,1833,226.0,1800.0,156.8,173.7,27236.16,1996.0,30.0,5,3,True,False,Asian Art,1,Ink,Paper,Japanese,Gift,0,0,0,0,0,1,0,0,0,0,3,0,Two-panel folding screen; ink and gold on paper,Japan,Edo period (1615–1868),Houses|Waterfalls|Trees,,"Purchase, Barbara and William Karatz Gift and Rogers Fund, 1996",Q4 (largest),1,21-40,2,4,5,9,1
39611,,,1868,1912,136.0,1890.0,26.7,20.0,534.0,1996.0,30.0,0,3,True,False,Asian Art,0,Ink,Paper,Unknown,Gift,1,0,1,0,0,0,0,1,0,0,3,0,Ink on mulberry paper,Japan,Meiji period (1868–1912),Birds|Men|Landscapes,,"Gift of Joseph Veach Noble, 1996",Q1 (smallest),1,21-40,2,4,5,16,1
39628,明/清　藍孟　溪山雪泛圖　軸|Boating amid Snowy Streams and Mountains,Lan Meng,1634,1666,376.0,1650.0,228.6,94.6,21625.56,1996.0,30.0,1,2,True,False,Asian Art,1,Ink,Silk,Chinese,Gift,0,0,1,0,1,0,0,0,0,0,2,0,Hanging scroll; ink and color on silk,China,Ming (1368–1644) or Qing dynasty (1644–1911),Mountains|Landscapes,,"Gift of John and Lili Bussel Family,1996",Q4 (largest),1,21-40,2,4,6,2,1
39629,,Shikitei Sanba|Utagawa Toyokuni I,1695,1895,231.0,1795.0,88.3,26.7,2357.6099999999997,1936.0,90.0,1,2,True,False,Asian Art,1,Ink,Silk,Japanese,Purchase/Fund,1,1,0,0,0,0,0,0,0,0,2,0,Hanging scroll; ink and color on silk,Japan,Edo period (1615–1868),Women|Lanterns,,"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",Q2,3,81-100,2,4,6,9,3
39630,,Katsukawa Shunshō　勝川春章,1726,1792,267.0,1759.0,111.8,30.5,3409.9,1936.0,90.0,7,1,True,False,Asian Art,1,Ink,Silk,Japanese,Purchase/Fund,1,1,0,0,0,0,0,0,0,0,1,0,Hanging scroll; ink and color on silk,Japan,Edo period (1615–1868),Women,,"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",Q2,3,81-100,2,4,6,9,3
39641,,Unidentified artist,1800,1833,210.0,1816.0,37.1,30.2,1120.42,1994.0,32.0,0,3,True,False,Asian Art,0,Gouache,Paper,Other,Gift,1,0,0,0,0,0,0,0,0,0,3,0,Gouache on paper,China,Qing dynasty (1644–1911),Men|Working|Hammers,,"Purchase, Florence and Herbert Irving Gift, 1994",Q2,1,21-40,2,3,5,12,1
39651,,Bakhta,1765,1785,251.0,1775.0,22.0,31.0,682.0,1997.0,29.0,1,2,True,False,Asian Art,1,Watercolour,Paper,Indian,Gift,1,0,0,0,0,0,0,0,1,0,2,0,Ink and opaque watercolor on paper.,"India (Rajasthan, Devgarh)",,Men|Horses,,"Purchase, Florence and Herbert Irving Gift and Rogers Fund, 1997",Q1 (smallest),1,21-40,2,10,5,7,1
39654,明　文徵明　拙政園圖詩　冊|Garden of the Inept Administrator,Wen Zhengming,1551,1551,475.0,1551.0,39.052578,85.09017,3322.99050095826,1979.0,47.0,8,1,True,False,Asian Art,1,Ink,Paper,Chinese,Gift,0,0,0,0,0,0,0,0,0,0,1,0,Album of eight leaves; ink on paper,China,Ming dynasty (1368–1644),Gardens,,"Gift of Douglas Dillon, 1979",Q2,1,41-60,2,4,5,2,1
39657,南宋 	佚名   舊傳五代周文矩   琉璃堂人物圖   卷|Scholars of the Liuli Hall,Unidentified artist,1267,1299,743.0,1283.0,31.4,128.4,4031.76,1977.0,49.0,0,4,True,False,Asian Art,0,Ink,Silk,Other,Gift,1,0,0,0,0,0,0,0,0,0,4,0,Handscroll; ink and color on silk,China,Southern Song dynasty (1127–1279),Books|Men|Chairs|Tables,,"Gift of Mrs. Sheila Riddell, in memory of Sir Percival David, 1977",Q3,1,41-60,2,4,6,12,1
39658,山水唐人物図屏風|Landscapes with the Chinese Literati Su Shi and Tao Qian ,Nagasawa Rosetsu 長澤蘆雪,1795,1799,229.0,1797.0,171.1,372.7,63768.969999999994,1975.0,51.0,10,2,True,False,Asian Art,1,Ink,Paper,Japanese,Bequest,0,0,1,0,0,1,0,0,0,0,2,0,"Pair of six-panel folding screens; ink and gold leaf on paper 
",Japan,Edo period (1615–1868),Landscapes|Trees,,"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",Q4 (largest),0,41-60,2,4,5,9,0
39659,瑞巖龍惺・竹香全悟・九淵龍賝・南江宗沅・ 翺之慧鳳賛　東坡笠屐図|Su Shi (Dongpo) in a Bamboo Hat and Clogs,Kyūen Ryūchin|Kōshi Ehō|Nankō Sōgen|Zuigan Ryūsei|Chikkō Zengo,1392,1459,600.0,1426.0,108.6,33.3,3616.38,1975.0,51.0,1,1,True,False,Asian Art,1,Ink,Paper,Japanese,Bequest,1,0,0,0,0,0,0,0,0,0,1,0,Hanging scroll; ink on paper,Japan,Muromachi period (1392–1573),Men,,"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",Q3,0,41-60,2,4,5,9,0
39663,,Kano Chōkichi,1500,1599,476.0,1550.0,168.0,374.6,62932.8,1975.0,51.0,1,2,True,False,Asian Art,1,Ink,Paper,Japanese,Bequest,0,0,1,0,1,0,0,0,0,0,2,1,Pair of six-panel folding screens; ink and color on paper,Japan,Muromachi period (1392–1573),Mountains|Landscapes,225.0,"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",Q4 (largest),0,41-60,2,4,5,9,0
39664,八橋図屏風 |Irises at Yatsuhashi (Eight Bridges),Ogata Kōrin,1710,1716,313.0,1713.0,179.1,371.5,66535.65,1953.0,73.0,12,2,True,False,Asian Art,1,Ink,Paper,Japanese,Gift,0,0,0,0,0,0,1,0,0,0,2,0,"Pair of six-panel folding screens; ink and color on gold leaf on paper 


",Japan,Edo period (1615–1868),Bridges|Flowers,,"Purchase, Louisa Eldridge McBurney Gift, 1953",Q4 (largest),1,61-80,2,4,5,9,1
39665,"源氏物語図屏風「御幸」・「浮船」・「関谷」|“An Imperial Excursion” (Miyuki), “A Boat Cast Adrift” (Ukifune), and “The Barrier Gate” (Sekiya)",Tosa Mitsuyoshi,1550,1633,434.0,1592.0,166.4,355.6,59171.84,1955.0,71.0,4,4,True,False,Asian Art,1,Ink,Paper,Japanese,Purchase/Fund,1,1,0,0,0,0,0,0,1,0,4,0,"Painted sliding doors (fusuma-e) remounted as a pair of four-panel folding screens; ink, color, and gold leaf on paper",Japan,Momoyama period (1573–1615),Men|Women|Horses|Boats,,"Fletcher Fund, 1955",Q4 (largest),3,61-80,2,4,5,9,3
39667,明     杜堇     伏生授經圖   軸|The Scholar Fu Sheng Transmitting the Book of Documents,Du Jin,1465,1509,539.0,1487.0,147.0,104.5,15361.5,1991.0,35.0,2,3,True,False,Asian Art,1,Ink,Silk,Chinese,Gift,1,1,0,0,0,0,0,0,0,0,3,0,Hanging scroll; ink and color on silk,China,Ming dynasty (1368–1644),Men|Women|Writing,,"Gift of Douglas Dillon, 1991",Q4 (largest),1,21-40,2,4,6,2,1
39668,"北宋    郭熙    樹色平遠圖    卷  |Old Trees, Level Distance",Guo Xi,1070,1090,946.0,1080.0,35.6,104.4,3716.64,1981.0,45.0,1,2,True,True,Asian Art,1,Ink,Silk,Chinese,Gift,0,0,1,0,0,1,0,0,0,0,2,0,Handscroll; ink and color on silk,China,Northern Song dynasty (960–1127),Landscapes|Trees,,"Gift of John M. Crawford Jr., in honor of Douglas Dillon, 1981",Q3,1,41-60,2,4,6,2,1
39669,当麻曼荼羅図|Taima Mandala,,1300,1333,710.0,1316.0,91.8,72.7,6673.86,1957.0,69.0,0,6,True,False,Asian Art,0,Ink,Silk,Unknown,Purchase/Fund,0,0,0,0,0,0,0,0,0,0,6,0,"Hanging scroll; ink, color, and gold on silk",Japan,Kamakura period (1185–1333),Palaces|Buddhism|Bodhisattvas|Buddha|Dancers|Musicians,,"Rogers Fund, 1957",Q3,3,61-80,2,4,6,16,3
39670,,Shibata Zeshin,1807,1891,177.0,1849.0,150.2,35.2,5287.04,2019.0,7.0,80,2,True,False,Asian Art,1,Ink,Silk,Japanese,Gift,0,0,0,0,0,0,0,0,0,0,2,0,Hanging scroll; ink and color on silk,Japan,Edo (1615–1868) or Meiji period (1868–1912),Fish|Waterfalls,,"Gift of Florence and Herbert Irving, 2019",Q3,1,0-20,2,4,6,9,1
39713,明  藍瑛  紅友圖  軸|Red Friend,Lan Ying,1600,1699,376.0,1650.0,148.9,47.3,7042.97,1979.0,47.0,3,0,True,False,Asian Art,1,Ink,Paper,Chinese,Gift,0,0,0,0,0,0,0,0,0,0,0,1,Hanging scroll; ink and color on paper,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,213.0,"Ex coll.: C. C. Wang Family, Gift of Mr. and Mrs. Earl Morse, in honor of Douglas Dillon, 1979",Q3,1,41-60,2,4,5,2,1
39714,清  佚名  臨袁江瞻園圖  卷|View of a Garden Villa,Yuan Jiang,1700,1740,306.0,1720.0,52.1,295.0,15369.5,1982.0,44.0,2,1,True,False,Asian Art,1,Ink,Silk,Chinese,Gift,0,0,0,0,0,0,0,0,0,0,1,0,Handscroll; ink and color on silk,China,Qing dynasty (1644–1911),Gardens,,"From the P. Y. and  Kinmay W. Tang Family Collection, Gift of Constance Tang Fong, in honor of her mother, Mrs. P. Y. Tang, 1982",Q4 (largest),1,41-60,2,4,6,2,1
39715,清  任頤  石上讀書  扇面|Scholar on a rock,Ren Yi (Ren Bonian),1870,1890,146.0,1880.0,19.1,53.8,1027.58,1986.0,40.0,9,1,True,False,Asian Art,1,Ink,Paper,Chinese,Gift,1,0,0,0,0,0,0,0,0,0,1,0,Folding fan mounted as an album leaf; ink and color on paper,China,Qing dynasty (1644–1911),Men,,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",Q1 (smallest),1,21-40,2,4,5,2,1
39716,近代 石魯  蘭石圖  軸|Orchid and Rock,Shi Lu,1919,1982,76.0,1950.0,41.0,37.5,1537.5,1986.0,40.0,8,1,False,False,Asian Art,1,Ink,Paper,Chinese,Gift,0,0,0,0,0,0,0,0,0,0,1,0,Hanging scroll; ink and color on paper,China,,Orchids,,"Gift of Robert Hatfield Ellsworth, in memory of La Ferne Hatfield Ellsworth, 1986",Q2,1,21-40,2,4,5,2,1
39717,,Ni Yuanlu,1593,1644,408.0,1618.0,130.8,45.4,5938.320000000001,1989.0,37.0,1,1,True,False,Asian Art,1,Ink,Silk,Chinese,Bequest,0,0,0,0,0,0,0,0,0,0,1,0,Hanging scroll; ink on silk,China,Ming dynasty (1368–1644),Clouds,,"Bequest of John M. Crawford Jr., 1988",Q3,0,21-40,2,4,6,2,0
39718,,,1770,1790,246.0,1780.0,19.685,29.5276,581.250806,1997.0,29.0,0,6,True,False,Asian Art,0,Watercolour,Paper,Unknown,Gift,0,0,0,0,0,0,0,0,1,0,6,0,Ink and opaque watercolor on paper,"India (Himachal Pradesh, Guler)",,Swords|Horses|Lions|Demons|Goddess|Durga,,"Gift of Cynthia Hazen Polsky, 1997",Q1 (smallest),1,21-40,2,10,5,16,1
39725,,Torii Kiyonaga,1800,1815,218.0,1808.0,40.0,59.1,2364.0,1936.0,90.0,3,2,True,False,Asian Art,1,Ink,Silk,Japanese,Purchase/Fund,1,1,0,0,0,0,0,0,0,0,2,0,Hanging scroll; ink and color on silk,Japan,Edo period (1615–1868),Women|Rivers,,"The Howard Mansfield Collection, Purchase, Rogers Fund, 1936",Q2,3,81-100,2,4,6,9,3
39752,近代  劉海粟  山水  軸|Landscape,Liu Haisu,1965,1965,61.0,1965.0,242.9,122.2,29682.38,1997.0,29.0,4,0,False,False,Asian Art,1,Ink,Paper,Chinese,Gift,0,0,0,0,0,0,0,0,0,0,0,0,Hanging scroll; ink and color on paper,China,,,,"Gift of F.T. and Joan Liu, 1997",Q4 (largest),1,21-40,2,4,5,2,1
39764,,Jin Nong,1754,1754,272.0,1754.0,28.6,23.8,680.6800000000001,1997.0,29.0,4,6,True,False,Asian Art,1,Ink,Paper,Chinese,Gift,0,0,0,0,0,0,0,1,0,0,6,0,Album of twelve paintings; ink and color on paper,China,Qing dynasty (1644–1911),Human Figures|Birds|Fruit|Cats|Deer|Rabbits,,"Gift of Mr. and Mrs. Wan-go H. C. Weng, 1997",Q1 (smallest),1,21-40,2,4,5,2,1
39765,清   (倣) 錢灃    雙駿圖    軸|Two Horses,Unidentified|Qian Feng,1793,1793,233.0,1793.0,123.5,51.4,6347.9,1997.0,29.0,1,2,True,False,Asian Art,1,Ink,Paper,Other,Gift,0,0,0,0,0,1,0,0,1,0,2,0,Hanging scroll; ink and color on paper,China,Qing dynasty (1644–1911),Horses|Trees,,"The C. C. Wang Family Collection, Gift of C. C. Wang, 1997",Q3,1,21-40,2,4,5,12,1
39767,清  傳金農  番馬圖  軸|Grooms and Foreign Horses,Jin Nong,1687,1763,301.0,1725.0,69.9,55.2,3858.480000000001,1997.0,29.0,4,2,True,False,Asian Art,1,Ink,Silk,Chinese,Gift,1,0,0,0,0,0,0,0,1,0,2,0,Hanging scroll; ink and color on silk,China,Qing dynasty (1644–1911),Men|Horses,,"The C. C. Wang Family Collection, Gift of C. C. Wang, 1997",Q3,1,21-40,2,4,6,2,1
39806,,,1267,1299,743.0,1283.0,42.5,14.3,607.75,1998.0,28.0,0,4,True,False,Asian Art,0,Other,Wood/Panel,Unknown,Purchase/Fund,1,0,0,0,0,0,0,0,0,0,4,0,Distemper on wood,Tibet,,Couples|Men|Buddhism|Deities,,"Harris Brisbane Dick Fund and Louis V. Bell Fund, 1998",Q1 (smallest),3,21-40,2,6,8,16,3
39810,明   佚名   絹本設色   鳥販圖   軸|Bird peddler,Unidentified artist,1467,1533,526.0,1500.0,160.7,98.4,15812.88,1998.0,28.0,0,4,True,False,Asian Art,0,Ink,Silk,Other,Gift,1,0,0,0,0,0,0,1,0,0,4,0,Hanging scroll; ink and color on silk,China,Ming dynasty (1368–1644),Birds|Boys|Men|Merchants,,"Purchase, Oscar L. Tang Family and The Vincent Astor Foundation Gifts, 1998",Q4 (largest),1,21-40,2,4,6,12,1
39881,아미타불과　지장보살도　고려|阿彌陀佛・地藏菩薩圖	高麗|Amitabha and Kshitigarba,Unidentified artist,1300,1349,702.0,1324.0,2.8575058,53.0,151.44780740000002,1913.0,113.0,0,3,True,True,Asian Art,0,Ink,Silk,Other,Purchase/Fund,0,0,0,0,0,0,0,0,0,0,3,0,Hanging scroll; ink and color on silk,Korea,Goryeo dynasty (918–1392),Buddhism|Bodhisattvas|Buddha,,"Rogers Fund, 1913",Q1 (smallest),3,100+,2,4,6,12,3
39882,아미타삼존도  고려|阿彌陀三尊圖  高麗|Amitabha triad,Unidentified artist,1150,1350,776.0,1250.0,114.9,59.1,6790.59,1930.0,96.0,0,4,True,False,Asian Art,0,Ink,Silk,Other,Purchase/Fund,0,0,0,0,0,0,0,0,0,0,4,0,"Hanging scroll; ink, color and gold on silk",Korea,Goryeo dynasty (918–1392),Buddhism|Avalokiteshvara|Bodhisattvas|Buddha,,"Rogers Fund, 1930",Q3,3,81-100,2,4,6,12,3
39883,지장보살도 고려|地藏菩薩圖 高麗|Kshitigarbha,Unidentified artist,1300,1349,702.0,1324.0,84.5,36.8,3109.6,1929.0,97.0,0,2,True,True,Asian Art,0,Ink,Silk,Other,Gift,0,0,0,0,0,0,0,0,0,0,2,0,"Hanging scroll; ink, color, and gold on silk",Korea,Goryeo dynasty (918–1392),Buddhism|Bodhisattvas,,"H. O. Havemeyer Collection, Gift of Horace Havemeyer, 1929",Q2,1,81-100,2,4,6,12,1
39887,작자미상 범천왕을 중심으로 한 신중도   조선|作者未詳 神衆圖   朝鮮|Brahma with Attendants and Musicians,Unidentified artist,1567,1599,443.0,1583.0,215.9,221.0,47713.9,1921.0,105.0,0,3,True,True,Asian Art,0,Ink,Other,Other,Gift,1,0,0,0,0,0,0,0,0,0,3,0,Hanging scroll; ink and color on hemp,Korea,Joseon dynasty (1392–1910),Musical Instruments|Brahma|Musicians,,"Gift of Mrs. Edward S. Harkness, 1921",Q4 (largest),1,100+,2,4,4,12,1
39888,모래밭에 내려앉는 기러기 조선|平沙落雁圖 朝鮮|Wild geese descending to sandbar,Unidentified artist,1467,1533,526.0,1500.0,126.4,48.9,6180.96,1992.0,34.0,0,3,True,True,Asian Art,0,Ink,Silk,Other,Bequest,0,0,1,0,1,0,0,0,0,0,3,0,Hanging scroll; ink on silk,Korea,Joseon dynasty (1392–1910),Rivers|Mountains|Landscapes,,"Purchase, Harris Brisbane Dick Fund, John M. Crawford Jr. Bequest, and The Vincent Astor Foundation Gift, 1992",Q3,0,21-40,2,4,6,12,0
39889,,Unidentified artist,1667,1799,293.0,1733.0,152.1,77.8,11833.38,1959.0,67.0,0,4,True,True,Asian Art,0,Ink,Silk,Other,Purchase/Fund,1,0,0,1,0,0,0,0,0,0,4,0,Hanging scroll; ink and color on silk,Korea,Joseon dynasty (1392–1910),Shoes|Men|Portraits|Chairs,,"Seymour Fund, 1959",Q4 (largest),3,61-80,2,4,6,12,3
39894,,Stipple Master,1697,1718,318.0,1708.0,24.1,18.6,448.2600000000001,1998.0,28.0,5,6,True,False,Asian Art,1,Watercolour,Paper,Indian,Gift,1,1,0,0,0,0,0,1,0,0,6,0,"Opaque watercolor, ink and gold on paper","India (Udaipur, Rajasthan)",,Birds|Gardens|Men|Women|Peacocks|Dogs,,"Friends of Asian Art, Purchase, Mrs. Vincent Astor Gift, 1998",Q1 (smallest),1,21-40,2,10,5,7,1
39895,北宋　李公麟　孝經圖　卷|The Classic of Filial Piety,Li Gonglin,1075,1095,941.0,1085.0,21.9,475.6,10415.64,1996.0,30.0,1,2,True,False,Asian Art,1,Ink,Silk,Chinese,Gift,1,1,0,0,0,0,0,0,0,0,2,0,Handscroll; ink and color on silk,China,Northern Song dynasty (960–1127),Men|Women,,"Ex coll.: C. C. Wang Family, From the P. Y. and Kinmay W. Tang Family Collection, Gift of Oscar L. Tang Family, 1996",Q4 (largest),1,21-40,2,4,6,2,1
39901,唐 韓幹 照夜白圖 卷|Night-Shining White,Han Gan,740,760,1276.0,750.0,35.1,605.7912,21263.27112,1977.0,49.0,1,1,True,True,Asian Art,1,Ink,Paper,Chinese,Gift,0,0,0,0,0,0,0,0,1,0,1,0,Handscroll; ink on paper,China,Tang dynasty (618–907),Horses,,"Purchase, The Dillon Fund Gift, 1977",Q4 (largest),1,41-60,2,4,5,2,1
39906,,,450,550,1526.0,500.0,29.8,21.6,643.6800000000001,1930.0,96.0,0,0,True,False,Asian Art,0,Other,Other,Unknown,Purchase/Fund,0,0,0,0,0,0,0,0,0,0,0,0,Water-based pigment on mud plaster,Xinjiang Uyghur Autonomous Region,,,,"Rogers Fund, 1930",Q1 (smallest),3,81-100,2,6,4,16,3
39913,明/清   佚名   揭缽圖   卷|Raising the Alms-Bowl,Unidentified artist|Zhao Boju,1600,1799,326.0,1700.0,27.3,106.0,2893.8,1927.0,99.0,5,5,True,False,Asian Art,1,Ink,Paper,Other,Purchase/Fund,1,1,0,0,0,0,0,0,0,0,5,0,"Handscroll; ink, color, and gold on paper",China,Ming (1368–1644) or Qing dynasty (1644–1911),Men|Women|Buddhism|Buddha|Demons,,"Rogers Fund, 1927",Q2,3,81-100,2,4,5,12,3
39915,北宋 傳屈鼎 夏山圖 卷|Summer Mountains,Qu Ding,1040,1060,976.0,1050.0,45.4,115.3,5234.62,1973.0,53.0,1,2,True,True,Asian Art,1,Ink,Silk,Chinese,Gift,0,0,1,0,1,0,0,0,0,0,2,0,Handscroll; ink and color on silk,China,Northern Song dynasty (960–1127),Mountains|Landscapes,,"Ex coll.: C. C. Wang Family, Gift of The Dillon Fund, 1973",Q3,1,41-60,2,4,6,2,1
39916,"北宋–清   睢陽五老圖引首題跋   冊|Frontispiece and Colophons to the Album ""Five Old Men of Suiyang""",Various Scholars,1000,1911,570.0,1456.0,48.3,40.6,1960.98,1917.0,109.0,1,0,True,False,Asian Art,1,Ink,Paper,Other,Gift,0,0,0,0,0,0,0,0,0,0,0,0,Album of fifteen leaves; ink on paper,China,Song (960–1279)–Qing (1644–1911) dynasty,,,"Gift of Lai Yuan and Company, 1917",Q2,1,100+,2,4,5,12,1
39917,傳南宋    蘇軾   墨竹圖   卷|Bamboo,Su Shi|Unidentified artist,1037,1101,957.0,1069.0,54.3,33.0,1791.9,1989.0,37.0,2,1,True,False,Asian Art,1,Ink,Paper,Chinese,Bequest,0,0,0,0,0,0,0,0,0,0,1,0,Hanging scroll mounted as a handscroll; ink on paper,China,Song dynasty (960–1279),Bamboo,,"Bequest of John M. Crawford Jr., 1988",Q2,0,21-40,2,4,5,2,0
39920,北宋  傳趙令穰  江村秋曉圖  卷|南宋   舊傳   趙令穰   江村秋曉圖   卷|River Village in Autumn Dawn  ,Zhao Lingrang,1200,1299,776.0,1250.0,9.207519,26.670053,245.565019728507,1973.0,53.0,1,3,True,False,Asian Art,1,Ink,Silk,Chinese,Gift,0,0,1,0,0,0,0,0,0,0,3,0,Handscroll; ink and color on silk,China,Song dynasty (960–1279),Villages|Rivers|Landscapes,,"Ex coll.: C. C. Wang Family, Purchase, Gift of J. Pierpont Morgan, by exchange, 1973
",Q1 (smallest),1,41-60,2,4,6,2,1
39931,清  戴本孝  山水圖  冊|Landscapes,Dai Benxiao,1667,1693,346.0,1680.0,21.4,16.7,357.37999999999994,1989.0,37.0,2,1,True,False,Asian Art,1,Ink,Paper,Chinese,Gift,0,0,1,0,0,0,0,0,0,0,1,0,Album of twelve leaves; ink on paper,China,Qing dynasty (1644–1911),Landscapes,,"Purchase, The Dillon Fund Gift, 1989",Q1 (smallest),1,21-40,2,4,5,2,1
